city_id,year,Population,Population Density,Urbanization %,Vehicle Count,Industrial Area %
1176,2014,205445,1540,81.7,119158,10.9
1177,2014,210495,1578,81.7,122087,10.9
1178,2014,209306,1569,81.7,121397,10.9
1181,2014,188217,1411,81.7,109165,10.9
1193,2014,202178,1516,81.7,117263,10.9
1194,2014,185841,1393,81.7,107787,10.9
1195,2014,206039,1545,81.7,119502,10.9
1196,2014,187326,1404,81.7,108649,10.9
1197,2014,209009,1567,81.7,121225,10.9
1198,2014,194455,1458,81.7,112783,10.9
1201,2014,187029,1402,81.7,108476,10.9
1203,2014,212574,1594,81.7,123292,10.9
1204,2014,188217,1411,81.7,109165,10.9
1206,2014,203960,1529,81.7,118296,10.9
1207,2014,200099,1500,81.7,116057,10.9
1208,2014,200396,1502,81.7,116229,10.9
1209,2014,202178,1516,81.7,117263,10.9
1210,2014,206930,1551,81.7,120019,10.9
1211,2014,183762,1378,81.7,106581,10.9
1215,2014,195049,1462,81.7,113128,10.9
1238,2014,183168,1373,81.7,106237,10.9
1239,2014,203069,1523,81.7,117780,10.9
1240,2014,193861,1453,81.7,112439,10.9
1241,2014,209009,1567,81.7,121225,10.9
1242,2014,204257,1531,81.7,118469,10.9
1243,2014,205445,1540,81.7,119158,10.9
1244,2014,204554,1534,81.7,118641,10.9
1246,2014,195346,1465,81.7,113300,10.9
1247,2014,186138,1396,81.7,107960,10.9
1248,2014,202772,1520,81.7,117607,10.9
1249,2014,211980,1589,81.7,122948,10.9
1250,2014,190891,1431,81.7,110716,10.9
1253,2014,183168,1373,81.7,106237,10.9
1254,2014,189405,1420,81.7,109854,10.9
1255,2014,198316,1487,81.7,115023,10.9
1256,2014,200396,1502,81.7,116229,10.9
1257,2014,203069,1523,81.7,117780,10.9
1258,2014,190594,1429,81.7,110544,10.9
1259,2014,206039,1545,81.7,119502,10.9
1260,2014,185544,1391,81.7,107615,10.9
1262,2014,189108,1418,81.7,109682,10.9
1263,2014,210792,1580,81.7,122259,10.9
1265,2014,201584,1511,81.7,116918,10.9
1269,2014,195346,1465,81.7,113300,10.9
1270,2014,202475,1518,81.7,117435,10.9
1271,2014,184653,1384,81.7,107098,10.9
1272,2014,198019,1485,81.7,114851,10.9
1273,2014,184059,1380,81.7,106754,10.9
1275,2014,185544,1391,81.7,107615,10.9
1276,2014,210792,1580,81.7,122259,10.9
1277,2014,184653,1384,81.7,107098,10.9
1278,2014,208118,1560,81.7,120708,10.9
1279,2014,211089,1583,81.7,122431,10.9
1280,2014,184653,1384,81.7,107098,10.9
1281,2014,190297,1427,81.7,110372,10.9
1282,2014,209009,1567,81.7,121225,10.9
1283,2014,198316,1487,81.7,115023,10.9
1285,2014,200396,1502,81.7,116229,10.9
1286,2014,211683,1587,81.7,122776,10.9
1288,2014,204554,1534,81.7,118641,10.9
1289,2014,188217,1411,81.7,109165,10.9
1291,2014,205742,1543,81.7,119330,10.9
1292,2014,198613,1489,81.7,115195,10.9
1293,2014,211386,1585,81.7,122603,10.9
1294,2014,198910,1491,81.7,115367,10.9
1295,2014,190000,1425,81.7,110200,10.9
1296,2014,184059,1380,81.7,106754,10.9
1297,2014,211089,1583,81.7,122431,10.9
1298,2014,186732,1400,81.7,108304,10.9
1299,2014,192673,1445,81.7,111750,10.9
1300,2014,204851,1536,81.7,118813,10.9
1301,2014,207821,1558,81.7,120536,10.9
1302,2014,184653,1384,81.7,107098,10.9
1303,2014,208712,1565,81.7,121052,10.9
1305,2014,196237,1471,81.7,113817,10.9
1306,2014,190000,1425,81.7,110200,10.9
1307,2014,192970,1447,81.7,111922,10.9
1308,2014,188217,1411,81.7,109165,10.9
1309,2014,209306,1569,81.7,121397,10.9
1310,2014,208712,1565,81.7,121052,10.9
1311,2014,196237,1471,81.7,113817,10.9
1312,2014,211980,1589,81.7,122948,10.9
1314,2014,195940,1469,81.7,113645,10.9
1315,2014,209603,1572,81.7,121569,10.9
1316,2014,207821,1558,81.7,120536,10.9
1318,2014,208712,1565,81.7,121052,10.9
1319,2014,196831,1476,81.7,114161,10.9
1322,2014,203069,1523,81.7,117780,10.9
1323,2014,195940,1469,81.7,113645,10.9
1324,2014,188514,1413,81.7,109338,10.9
1325,2014,189108,1418,81.7,109682,10.9
1326,2014,209603,1572,81.7,121569,10.9
1328,2014,195346,1465,81.7,113300,10.9
1329,2014,212277,1592,81.7,123120,10.9
1330,2014,209009,1567,81.7,121225,10.9
1331,2014,207524,1556,81.7,120363,10.9
1332,2014,200099,1500,81.7,116057,10.9
1333,2014,193861,1453,81.7,112439,10.9
1336,2014,197425,1480,81.7,114506,10.9
1337,2014,208118,1560,81.7,120708,10.9
1338,2014,193267,1449,81.7,112094,10.9
1340,2014,190297,1427,81.7,110372,10.9
1341,2014,210495,1578,81.7,122087,10.9
1342,2014,201287,1509,81.7,116746,10.9
1343,2014,195346,1465,81.7,113300,10.9
1344,2014,210792,1580,81.7,122259,10.9
1346,2014,201881,1514,81.7,117090,10.9
1347,2014,191485,1436,81.7,111061,10.9
1349,2014,186138,1396,81.7,107960,10.9
1350,2014,187029,1402,81.7,108476,10.9
1351,2014,190594,1429,81.7,110544,10.9
1353,2014,205445,1540,81.7,119158,10.9
1354,2014,191782,1438,81.7,111233,10.9
1355,2014,193861,1453,81.7,112439,10.9
1356,2014,183168,1373,81.7,106237,10.9
1358,2014,206039,1545,81.7,119502,10.9
1360,2014,186138,1396,81.7,107960,10.9
1361,2014,190000,1425,81.7,110200,10.9
1364,2014,193564,1451,81.7,112267,10.9
1367,2014,190000,1425,81.7,110200,10.9
1368,2014,186435,1398,81.7,108132,10.9
1371,2014,127335,2016,81.7,47113,10.9
1372,2014,186435,1398,81.7,108132,10.9
1373,2014,197425,1480,81.7,114506,10.9
1375,2014,203069,1523,81.7,117780,10.9
1376,2014,204554,1534,81.7,118641,10.9
1380,2014,183762,1378,81.7,106581,10.9
1381,2014,208415,1563,81.7,120880,10.9
1382,2014,194752,1460,81.7,112956,10.9
1383,2014,189405,1420,81.7,109854,10.9
1387,2014,197128,1478,81.7,114334,10.9
1394,2014,193564,1451,81.7,112267,10.9
1398,2014,194455,1458,81.7,112783,10.9
1412,2014,193267,1449,81.7,112094,10.9
1413,2014,186138,1396,81.7,107960,10.9
1414,2014,206633,1549,81.7,119847,10.9
1415,2014,192970,1447,81.7,111922,10.9
1416,2014,192970,1447,81.7,111922,10.9
1417,2014,187029,1402,81.7,108476,10.9
1419,2014,194455,1458,81.7,112783,10.9
1424,2014,199801,1498,81.7,115884,10.9
1425,2014,183465,1375,81.7,106409,10.9
1426,2014,202475,1518,81.7,117435,10.9
1427,2014,210198,1576,81.7,121914,10.9
1429,2014,212277,1592,81.7,123120,10.9
1430,2014,112127,1775,81.7,41486,10.9
1431,2014,185841,1393,81.7,107787,10.9
1432,2014,185841,1393,81.7,107787,10.9
1433,2014,210198,1576,81.7,121914,10.9
1434,2014,206039,1545,81.7,119502,10.9
1435,2014,198316,1487,81.7,115023,10.9
1436,2014,197128,1478,81.7,114334,10.9
1437,2014,188514,1413,81.7,109338,10.9
1438,2014,200099,1500,81.7,116057,10.9
1439,2014,200099,1500,81.7,116057,10.9
1440,2014,185544,1391,81.7,107615,10.9
1442,2014,203069,1523,81.7,117780,10.9
1444,2014,192673,1445,81.7,111750,10.9
1445,2014,184950,1387,81.7,107271,10.9
1447,2014,193861,1453,81.7,112439,10.9
1449,2014,195049,1462,81.7,113128,10.9
1451,2014,200990,1507,81.7,116574,10.9
1452,2014,200396,1502,81.7,116229,10.9
1453,2014,199504,1496,81.7,115712,10.9
1454,2014,186138,1396,81.7,107960,10.9
1457,2014,197722,1482,81.7,114678,10.9
1460,2014,209603,1572,81.7,121569,10.9
1461,2014,183762,1378,81.7,106581,10.9
1466,2014,197722,1482,81.7,114678,10.9
1467,2014,207821,1558,81.7,120536,10.9
1469,2014,185247,1389,81.7,107443,10.9
1470,2014,189108,1418,81.7,109682,10.9
1471,2014,185544,1391,81.7,107615,10.9
1472,2014,207227,1554,81.7,120191,10.9
1473,2014,203960,1529,81.7,118296,10.9
1475,2014,186138,1396,81.7,107960,10.9
1476,2014,183465,1375,81.7,106409,10.9
1477,2014,186435,1398,81.7,108132,10.9
1478,2014,195346,1465,81.7,113300,10.9
1481,2014,188217,1411,81.7,109165,10.9
1483,2014,187029,1402,81.7,108476,10.9
1484,2014,194158,1456,81.7,112611,10.9
1485,2014,195940,1469,81.7,113645,10.9
1486,2014,185247,1389,81.7,107443,10.9
1487,2014,194455,1458,81.7,112783,10.9
1488,2014,187623,1407,81.7,108821,10.9
1489,2014,207524,1556,81.7,120363,10.9
1490,2014,206930,1551,81.7,120019,10.9
1491,2014,199207,1494,81.7,115540,10.9
1494,2014,211089,1583,81.7,122431,10.9
1495,2014,206039,1545,81.7,119502,10.9
1496,2014,196534,1474,81.7,113989,10.9
1497,2014,200099,1500,81.7,116057,10.9
1499,2014,188217,1411,81.7,109165,10.9
1500,2014,183168,1373,81.7,106237,10.9
1502,2014,184950,1387,81.7,107271,10.9
1503,2014,183465,1375,81.7,106409,10.9
1504,2014,207821,1558,81.7,120536,10.9
1507,2014,187623,1407,81.7,108821,10.9
1508,2014,204554,1534,81.7,118641,10.9
1510,2014,201881,1514,81.7,117090,10.9
1511,2014,186138,1396,81.7,107960,10.9
1513,2014,189108,1418,81.7,109682,10.9
1515,2014,200396,1502,81.7,116229,10.9
1518,2014,210495,1578,81.7,122087,10.9
1521,2014,205742,1543,81.7,119330,10.9
1522,2014,211980,1589,81.7,122948,10.9
1523,2014,210198,1576,81.7,121914,10.9
1524,2014,190000,1425,81.7,110200,10.9
1526,2014,198316,1487,81.7,115023,10.9
1527,2014,188811,1416,81.7,109510,10.9
1528,2014,209009,1567,81.7,121225,10.9
1531,2014,194158,1456,81.7,112611,10.9
1533,2014,205148,1538,81.7,118985,10.9
1535,2014,185544,1391,81.7,107615,10.9
1536,2014,208118,1560,81.7,120708,10.9
1537,2014,192970,1447,81.7,111922,10.9
1539,2014,211980,1589,81.7,122948,10.9
1540,2014,203663,1527,81.7,118124,10.9
1542,2014,191485,1436,81.7,111061,10.9
1544,2014,183762,1378,81.7,106581,10.9
1545,2014,197722,1482,81.7,114678,10.9
1546,2014,187029,1402,81.7,108476,10.9
1548,2014,191485,1436,81.7,111061,10.9
1551,2014,204851,1536,81.7,118813,10.9
1552,2014,192079,1440,81.7,111405,10.9
1553,2014,211980,1589,81.7,122948,10.9
1554,2014,195643,1467,81.7,113472,10.9
1555,2014,211386,1585,81.7,122603,10.9
1560,2014,209009,1567,81.7,121225,10.9
1563,2014,183465,1375,81.7,106409,10.9
1564,2014,192079,1440,81.7,111405,10.9
1568,2014,187623,1407,81.7,108821,10.9
1569,2014,200990,1507,81.7,116574,10.9
1570,2014,197722,1482,81.7,114678,10.9
1571,2014,196237,1471,81.7,113817,10.9
1572,2014,201287,1509,81.7,116746,10.9
1593,2014,211980,1589,81.7,122948,10.9
1595,2014,198019,1485,81.7,114851,10.9
1596,2014,207227,1554,81.7,120191,10.9
1597,2014,199504,1496,81.7,115712,10.9
1599,2014,209009,1567,81.7,121225,10.9
1602,2014,202772,1520,81.7,117607,10.9
1603,2014,208118,1560,81.7,120708,10.9
1604,2014,200099,1500,81.7,116057,10.9
1605,2014,209603,1572,81.7,121569,10.9
1611,2014,211683,1587,81.7,122776,10.9
1612,2014,186732,1400,81.7,108304,10.9
1613,2014,185841,1393,81.7,107787,10.9
1614,2014,195940,1469,81.7,113645,10.9
1616,2014,184653,1384,81.7,107098,10.9
1617,2014,201287,1509,81.7,116746,10.9
1618,2014,197128,1478,81.7,114334,10.9
1619,2014,201287,1509,81.7,116746,10.9
1621,2014,186435,1398,81.7,108132,10.9
1623,2014,208118,1560,81.7,120708,10.9
1624,2014,184059,1380,81.7,106754,10.9
1625,2014,186435,1398,81.7,108132,10.9
1626,2014,185544,1391,81.7,107615,10.9
1628,2014,204554,1534,81.7,118641,10.9
1629,2014,207821,1558,81.7,120536,10.9
1630,2014,193564,1451,81.7,112267,10.9
1631,2014,186138,1396,81.7,107960,10.9
1633,2014,209306,1569,81.7,121397,10.9
1634,2014,198910,1491,81.7,115367,10.9
1635,2014,204257,1531,81.7,118469,10.9
1637,2014,190594,1429,81.7,110544,10.9
1638,2014,204257,1531,81.7,118469,10.9
1639,2014,187029,1402,81.7,108476,10.9
1641,2014,188514,1413,81.7,109338,10.9
1642,2014,208712,1565,81.7,121052,10.9
1643,2014,195643,1467,81.7,113472,10.9
1646,2014,199504,1496,81.7,115712,10.9
1647,2014,197128,1478,81.7,114334,10.9
1648,2014,185544,1391,81.7,107615,10.9
1649,2014,191485,1436,81.7,111061,10.9
1651,2014,195643,1467,81.7,113472,10.9
1652,2014,206039,1545,81.7,119502,10.9
1653,2014,200693,1505,81.7,116401,10.9
1654,2014,197425,1480,81.7,114506,10.9
1655,2014,190594,1429,81.7,110544,10.9
1657,2014,198019,1485,81.7,114851,10.9
1658,2014,187623,1407,81.7,108821,10.9
1659,2014,188811,1416,81.7,109510,10.9
1660,2014,184950,1387,81.7,107271,10.9
1661,2014,209009,1567,81.7,121225,10.9
1663,2014,208712,1565,81.7,121052,10.9
1664,2014,188514,1413,81.7,109338,10.9
1666,2014,195643,1467,81.7,113472,10.9
1667,2014,193861,1453,81.7,112439,10.9
1668,2014,201584,1511,81.7,116918,10.9
1669,2014,211683,1587,81.7,122776,10.9
1670,2014,190594,1429,81.7,110544,10.9
1671,2014,190000,1425,81.7,110200,10.9
1672,2014,183465,1375,81.7,106409,10.9
1673,2014,202772,1520,81.7,117607,10.9
1674,2014,197722,1482,81.7,114678,10.9
1675,2014,203960,1529,81.7,118296,10.9
1676,2014,205742,1543,81.7,119330,10.9
1677,2014,205742,1543,81.7,119330,10.9
1678,2014,188811,1416,81.7,109510,10.9
1680,2014,188514,1413,81.7,109338,10.9
1682,2014,184356,1382,81.7,106926,10.9
1683,2014,203960,1529,81.7,118296,10.9
1684,2014,199504,1496,81.7,115712,10.9
1685,2014,186435,1398,81.7,108132,10.9
1687,2014,189702,1422,81.7,110027,10.9
1690,2014,190594,1429,81.7,110544,10.9
1691,2014,202475,1518,81.7,117435,10.9
1692,2014,206930,1551,81.7,120019,10.9
1695,2014,197722,1482,81.7,114678,10.9
1698,2014,196237,1471,81.7,113817,10.9
1699,2014,203960,1529,81.7,118296,10.9
1703,2014,191782,1438,81.7,111233,10.9
1704,2014,200693,1505,81.7,116401,10.9
1706,2014,195643,1467,81.7,113472,10.9
1707,2014,184059,1380,81.7,106754,10.9
1708,2014,203960,1529,81.7,118296,10.9
1709,2014,192673,1445,81.7,111750,10.9
1710,2014,211980,1589,81.7,122948,10.9
1711,2014,211683,1587,81.7,122776,10.9
1712,2014,202178,1516,81.7,117263,10.9
1713,2014,198613,1489,81.7,115195,10.9
1714,2014,195643,1467,81.7,113472,10.9
1715,2014,211980,1589,81.7,122948,10.9
1717,2014,190297,1427,81.7,110372,10.9
1718,2014,185841,1393,81.7,107787,10.9
1720,2014,203960,1529,81.7,118296,10.9
1722,2014,186732,1400,81.7,108304,10.9
1726,2014,186435,1398,81.7,108132,10.9
1727,2014,189405,1420,81.7,109854,10.9
1728,2014,208118,1560,81.7,120708,10.9
1729,2014,203366,1525,81.7,117952,10.9
1737,2014,202475,1518,81.7,117435,10.9
1739,2014,191188,1433,81.7,110889,10.9
1742,2014,194158,1456,81.7,112611,10.9
1743,2014,187326,1404,81.7,108649,10.9
1746,2014,186435,1398,81.7,108132,10.9
1748,2014,205742,1543,81.7,119330,10.9
1749,2014,203069,1523,81.7,117780,10.9
1750,2014,204851,1536,81.7,118813,10.9
1756,2014,194455,1458,81.7,112783,10.9
1757,2014,211386,1585,81.7,122603,10.9
1758,2014,195643,1467,81.7,113472,10.9
1759,2014,200990,1507,81.7,116574,10.9
1760,2014,189108,1418,81.7,109682,10.9
1761,2014,210792,1580,81.7,122259,10.9
1764,2014,189405,1420,81.7,109854,10.9
1765,2014,184059,1380,81.7,106754,10.9
1768,2014,190297,1427,81.7,110372,10.9
1769,2014,195049,1462,81.7,113128,10.9
1770,2014,185247,1389,81.7,107443,10.9
1771,2014,209603,1572,81.7,121569,10.9
1772,2014,204851,1536,81.7,118813,10.9
1774,2014,212574,1594,81.7,123292,10.9
1775,2014,200990,1507,81.7,116574,10.9
1780,2014,195643,1467,81.7,113472,10.9
1781,2014,190297,1427,81.7,110372,10.9
1783,2014,192079,1440,81.7,111405,10.9
1784,2014,192970,1447,81.7,111922,10.9
1785,2014,200693,1505,81.7,116401,10.9
1788,2014,183168,1373,81.7,106237,10.9
1789,2014,209306,1569,81.7,121397,10.9
1790,2014,186435,1398,81.7,108132,10.9
1793,2014,185247,1389,81.7,107443,10.9
1794,2014,197425,1480,81.7,114506,10.9
1797,2014,188217,1411,81.7,109165,10.9
1798,2014,188811,1416,81.7,109510,10.9
1800,2014,193564,1451,81.7,112267,10.9
1802,2014,210792,1580,81.7,122259,10.9
1804,2014,196237,1471,81.7,113817,10.9
1805,2014,188811,1416,81.7,109510,10.9
1806,2014,200099,1500,81.7,116057,10.9
1807,2014,183168,1373,81.7,106237,10.9
1809,2014,210495,1578,81.7,122087,10.9
1810,2014,212574,1594,81.7,123292,10.9
1811,2014,200990,1507,81.7,116574,10.9
1814,2014,192079,1440,81.7,111405,10.9
1815,2014,195940,1469,81.7,113645,10.9
1817,2014,209603,1572,81.7,121569,10.9
1818,2014,193861,1453,81.7,112439,10.9
1819,2014,204257,1531,81.7,118469,10.9
1822,2014,192079,1440,81.7,111405,10.9
1823,2014,196831,1476,81.7,114161,10.9
1825,2014,208415,1563,81.7,120880,10.9
1826,2014,208415,1563,81.7,120880,10.9
1827,2014,208415,1563,81.7,120880,10.9
1828,2014,210792,1580,81.7,122259,10.9
1832,2014,204851,1536,81.7,118813,10.9
1833,2014,210792,1580,81.7,122259,10.9
1834,2014,208415,1563,81.7,120880,10.9
1835,2014,193267,1449,81.7,112094,10.9
1836,2014,210198,1576,81.7,121914,10.9
1837,2014,187326,1404,81.7,108649,10.9
1838,2014,195940,1469,81.7,113645,10.9
1839,2014,209603,1572,81.7,121569,10.9
1840,2014,190000,1425,81.7,110200,10.9
1841,2014,208118,1560,81.7,120708,10.9
1842,2014,194752,1460,81.7,112956,10.9
1843,2014,209306,1569,81.7,121397,10.9
1844,2014,199207,1494,81.7,115540,10.9
1846,2014,190297,1427,81.7,110372,10.9
1848,2014,195049,1462,81.7,113128,10.9
1851,2014,190000,1425,81.7,110200,10.9
1856,2014,189405,1420,81.7,109854,10.9
1858,2014,187029,1402,81.7,108476,10.9
1859,2014,199207,1494,81.7,115540,10.9
1861,2014,203366,1525,81.7,117952,10.9
1862,2014,195643,1467,81.7,113472,10.9
1863,2014,199801,1498,81.7,115884,10.9
1864,2014,190000,1425,81.7,110200,10.9
1866,2014,206633,1549,81.7,119847,10.9
1867,2014,207821,1558,81.7,120536,10.9
1868,2014,183168,1373,81.7,106237,10.9
1872,2014,190891,1431,81.7,110716,10.9
1874,2014,192376,1442,81.7,111578,10.9
1882,2014,209306,1569,81.7,121397,10.9
1883,2014,210792,1580,81.7,122259,10.9
1884,2014,189702,1422,81.7,110027,10.9
1889,2014,209900,1574,81.7,121742,10.9
1901,2014,186138,1396,81.7,107960,10.9
1902,2014,187920,1409,81.7,108993,10.9
1910,2014,192673,1445,81.7,111750,10.9
1912,2014,190000,1425,81.7,110200,10.9
1916,2014,185544,1391,81.7,107615,10.9
1917,2014,198019,1485,81.7,114851,10.9
1920,2014,209900,1574,81.7,121742,10.9
1922,2014,202178,1516,81.7,117263,10.9
1926,2014,184653,1384,81.7,107098,10.9
1927,2014,191188,1433,81.7,110889,10.9
1928,2014,196534,1474,81.7,113989,10.9
1929,2014,192079,1440,81.7,111405,10.9
1930,2014,207524,1556,81.7,120363,10.9
1931,2014,209900,1574,81.7,121742,10.9
1932,2014,187326,1404,81.7,108649,10.9
1933,2014,202178,1516,81.7,117263,10.9
1934,2014,198019,1485,81.7,114851,10.9
1935,2014,202475,1518,81.7,117435,10.9
1936,2014,202475,1518,81.7,117435,10.9
1937,2014,202772,1520,81.7,117607,10.9
1940,2014,197722,1482,81.7,114678,10.9
1944,2014,211683,1587,81.7,122776,10.9
1946,2014,206336,1547,81.7,119674,10.9
1947,2014,209306,1569,81.7,121397,10.9
1948,2014,193861,1453,81.7,112439,10.9
1949,2014,204257,1531,81.7,118469,10.9
1950,2014,202178,1516,81.7,117263,10.9
1951,2014,188811,1416,81.7,109510,10.9
1952,2014,194752,1460,81.7,112956,10.9
1953,2014,189702,1422,81.7,110027,10.9
1956,2014,202772,1520,81.7,117607,10.9
1960,2014,193267,1449,81.7,112094,10.9
1961,2014,201881,1514,81.7,117090,10.9
1962,2014,184653,1384,81.7,107098,10.9
1963,2014,210792,1580,81.7,122259,10.9
1964,2014,194158,1456,81.7,112611,10.9
1966,2014,206930,1551,81.7,120019,10.9
1969,2014,207227,1554,81.7,120191,10.9
1970,2014,193564,1451,81.7,112267,10.9
1971,2014,190891,1431,81.7,110716,10.9
1972,2014,195049,1462,81.7,113128,10.9
1974,2014,212277,1592,81.7,123120,10.9
1975,2014,208712,1565,81.7,121052,10.9
1976,2014,189405,1420,81.7,109854,10.9
1977,2014,207821,1558,81.7,120536,10.9
1979,2014,205148,1538,81.7,118985,10.9
1980,2014,211386,1585,81.7,122603,10.9
1981,2014,211683,1587,81.7,122776,10.9
1982,2014,198910,1491,81.7,115367,10.9
1983,2014,200693,1505,81.7,116401,10.9
1988,2014,209900,1574,81.7,121742,10.9
1991,2014,205445,1540,81.7,119158,10.9
1992,2014,193564,1451,81.7,112267,10.9
1993,2014,205445,1540,81.7,119158,10.9
1994,2014,187623,1407,81.7,108821,10.9
1995,2014,208415,1563,81.7,120880,10.9
1996,2014,191782,1438,81.7,111233,10.9
1997,2014,195346,1465,81.7,113300,10.9
1998,2014,192673,1445,81.7,111750,10.9
2000,2014,205742,1543,81.7,119330,10.9
2001,2014,186732,1400,81.7,108304,10.9
2004,2014,186138,1396,81.7,107960,10.9
2005,2014,191782,1438,81.7,111233,10.9
2007,2014,202772,1520,81.7,117607,10.9
2009,2014,211980,1589,81.7,122948,10.9
2010,2014,207524,1556,81.7,120363,10.9
2012,2014,202178,1516,81.7,117263,10.9
2014,2014,191188,1433,81.7,110889,10.9
2015,2014,188811,1416,81.7,109510,10.9
2017,2014,183465,1375,81.7,106409,10.9
2018,2014,187623,1407,81.7,108821,10.9
2019,2014,195049,1462,81.7,113128,10.9
2025,2014,204257,1531,81.7,118469,10.9
2026,2014,200693,1505,81.7,116401,10.9
2027,2014,192079,1440,81.7,111405,10.9
2029,2014,203663,1527,81.7,118124,10.9
2030,2014,187326,1404,81.7,108649,10.9
2032,2014,187029,1402,81.7,108476,10.9
2033,2014,207821,1558,81.7,120536,10.9
2037,2014,198019,1485,81.7,114851,10.9
2041,2014,211683,1587,81.7,122776,10.9
2043,2014,196534,1474,81.7,113989,10.9
2044,2014,202475,1518,81.7,117435,10.9
2047,2014,194158,1456,81.7,112611,10.9
2048,2014,191782,1438,81.7,111233,10.9
2049,2014,192673,1445,81.7,111750,10.9
2050,2014,199801,1498,81.7,115884,10.9
2051,2014,194158,1456,81.7,112611,10.9
2053,2014,200099,1500,81.7,116057,10.9
2054,2014,195940,1469,81.7,113645,10.9
2055,2014,188514,1413,81.7,109338,10.9
2056,2014,193267,1449,81.7,112094,10.9
2057,2014,202772,1520,81.7,117607,10.9
2058,2014,186138,1396,81.7,107960,10.9
2059,2014,186138,1396,81.7,107960,10.9
2060,2014,205445,1540,81.7,119158,10.9
2061,2014,187623,1407,81.7,108821,10.9
2069,2014,190891,1431,81.7,110716,10.9
2070,2014,200396,1502,81.7,116229,10.9
2071,2014,202475,1518,81.7,117435,10.9
2072,2014,200693,1505,81.7,116401,10.9
2073,2014,206039,1545,81.7,119502,10.9
2074,2014,198613,1489,81.7,115195,10.9
2075,2014,210495,1578,81.7,122087,10.9
2081,2014,190297,1427,81.7,110372,10.9
2085,2014,188217,1411,81.7,109165,10.9
2087,2014,207524,1556,81.7,120363,10.9
2089,2014,210198,1576,81.7,121914,10.9
2092,2014,183465,1375,81.7,106409,10.9
2093,2014,191782,1438,81.7,111233,10.9
2095,2014,200099,1500,81.7,116057,10.9
2096,2014,188811,1416,81.7,109510,10.9
2098,2014,192376,1442,81.7,111578,10.9
2099,2014,184950,1387,81.7,107271,10.9
2100,2014,201584,1511,81.7,116918,10.9
2101,2014,197722,1482,81.7,114678,10.9
2102,2014,193861,1453,81.7,112439,10.9
2104,2014,209306,1569,81.7,121397,10.9
2105,2014,209306,1569,81.7,121397,10.9
2106,2014,203960,1529,81.7,118296,10.9
2107,2014,209900,1574,81.7,121742,10.9
2108,2014,195643,1467,81.7,113472,10.9
2109,2014,198019,1485,81.7,114851,10.9
2111,2014,209306,1569,81.7,121397,10.9
2112,2014,209603,1572,81.7,121569,10.9
2113,2014,196237,1471,81.7,113817,10.9
2115,2014,185841,1393,81.7,107787,10.9
2117,2014,201881,1514,81.7,117090,10.9
2119,2014,208415,1563,81.7,120880,10.9
2120,2014,199207,1494,81.7,115540,10.9
2121,2014,187623,1407,81.7,108821,10.9
2122,2014,196831,1476,81.7,114161,10.9
2123,2014,200099,1500,81.7,116057,10.9
2124,2014,188514,1413,81.7,109338,10.9
2125,2014,192376,1442,81.7,111578,10.9
2128,2014,191782,1438,81.7,111233,10.9
2129,2014,210198,1576,81.7,121914,10.9
2130,2014,191782,1438,81.7,111233,10.9
2131,2014,204851,1536,81.7,118813,10.9
2132,2014,184653,1384,81.7,107098,10.9
2137,2014,184356,1382,81.7,106926,10.9
2138,2014,205742,1543,81.7,119330,10.9
2139,2014,184653,1384,81.7,107098,10.9
2145,2014,212574,1594,81.7,123292,10.9
2146,2014,206930,1551,81.7,120019,10.9
2147,2014,187920,1409,81.7,108993,10.9
2148,2014,204554,1534,81.7,118641,10.9
2155,2014,202772,1520,81.7,117607,10.9
2158,2014,196237,1471,81.7,113817,10.9
2159,2014,210198,1576,81.7,121914,10.9
2160,2014,199504,1496,81.7,115712,10.9
2161,2014,202772,1520,81.7,117607,10.9
2165,2014,200099,1500,81.7,116057,10.9
2166,2014,185544,1391,81.7,107615,10.9
2167,2014,203366,1525,81.7,117952,10.9
2171,2014,185544,1391,81.7,107615,10.9
2175,2014,207227,1554,81.7,120191,10.9
2177,2014,211386,1585,81.7,122603,10.9
2180,2014,191188,1433,81.7,110889,10.9
2181,2014,204851,1536,81.7,118813,10.9
2182,2014,196534,1474,81.7,113989,10.9
2183,2014,198019,1485,81.7,114851,10.9
2184,2014,183465,1375,81.7,106409,10.9
2185,2014,206930,1551,81.7,120019,10.9
2188,2014,192376,1442,81.7,111578,10.9
2189,2014,187326,1404,81.7,108649,10.9
2191,2014,200099,1500,81.7,116057,10.9
2192,2014,210495,1578,81.7,122087,10.9
2193,2014,184059,1380,81.7,106754,10.9
2194,2014,183762,1378,81.7,106581,10.9
2196,2014,199504,1496,81.7,115712,10.9
2197,2014,199207,1494,81.7,115540,10.9
2198,2014,195643,1467,81.7,113472,10.9
2199,2014,190891,1431,81.7,110716,10.9
2200,2014,198019,1485,81.7,114851,10.9
2201,2014,209603,1572,81.7,121569,10.9
2204,2014,188217,1411,81.7,109165,10.9
2205,2014,205742,1543,81.7,119330,10.9
2206,2014,205148,1538,81.7,118985,10.9
2207,2014,209900,1574,81.7,121742,10.9
2208,2014,211980,1589,81.7,122948,10.9
2210,2014,187920,1409,81.7,108993,10.9
2211,2014,212277,1592,81.7,123120,10.9
2213,2014,206930,1551,81.7,120019,10.9
2214,2014,208712,1565,81.7,121052,10.9
2215,2014,201881,1514,81.7,117090,10.9
2216,2014,199801,1498,81.7,115884,10.9
